business_unit,lead_contact,title,job_level,industry,team,channel,lead_product,sales_qualified
business_unit_1,Contact,Biller,Staff-Level,Home Health,team_1,Webinar,product_7,0
business_unit_1,Contact,Director of PFS,Director-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,AR Specialist,Staff-Level,Home Health,team_1,Webinar,product_7,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Skilled Nursing Facility,team_1,Webinar,product_7,0
business_unit_1,Contact,"MANAGER, REVENUE CYCLE",Manager-Level,Hospital,team_4,Webinar,product_7,0
business_unit_1,Contact,Coder,Staff-Level,Health System,team_4,Webinar,product_7,0
business_unit_1,Lead,,,Hospital,team_4,PPC,product_27,0
business_unit_1,Lead,"Director, Revenue Cycle Management",,Ambulatory Health Care Facilities,team_3,Webinar,product_34,0
business_unit_1,Lead,Reimbursement Services Sr Manager,,Other Ambulatory Provider,team_3,Webinar,product_34,0
business_unit_1,Lead,Billing Specialist,,Other Ambulatory Provider,team_3,Webinar,product_34,0
business_unit_1,Lead,,,Mental Health,team_3,Demo Request,product_4,0
business_unit_1,Lead,Billing,,Physician,team_3,Inbound Call,product_4,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,PPC,product_27,1
business_unit_1,Contact,Billing,,Health System,team_4,Inbound Call,product_4,1
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,"Director,of Nursing",Director-Level,Skilled Nursing Facility,team_5,Webinar,product_57,0
business_unit_1,Contact,Billing Lead,Staff-Level,Ambulatory Health Care Facilities,team_3,Survey,product_34,0
business_unit_1,Contact,TCNY Billing Manger,,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Audit Coordinator,Staff-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,RCM Manager,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Medical Coding Specialist,Staff-Level,Ambulatory Health Care Facilities,team_3,Webinar,product_34,0
business_unit_1,Contact,Customer Support Specialist,Staff-Level,DME & Medical Supplies,team_3,Webinar,product_34,0
business_unit_1,Contact,DME SUPERVISOR,Staff-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,Practice Administrator,,Ambulatory Health Care Facilities,team_3,Webinar,product_34,0
business_unit_1,Contact,Respiratory Therapist,Provider-Level,DME & Medical Supplies,team_3,Webinar,product_34,1
business_unit_1,Contact,Manager,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Supervisor,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Corporate Manager,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,General Manager,VP-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Manager,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Director AR,Director-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Administrator,Director-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Manager of Compliance/Contracts,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_34,0
business_unit_1,Lead,Administrative Assistant,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Billing manager,Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Manager,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,"Manager, Health Care Admin",Manager-Level,Laboratories,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Manager,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,DME & Medical Supplies,team_3,Webinar,product_34,0
business_unit_1,Contact,Account Manager,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,AR Specialist,,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,Financial Chief & Operating Officer,C-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,BILLING MANAGER,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,supervisor,Staff-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,RCM Manager-DME,,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Owner,,Mental Health,team_3,Inbound Call,product_4,0
business_unit_1,Contact,CEO,C-Level,Physician,team_3,Demo Request,product_24,0
business_unit_1,Contact,Biller,Staff-Level,Home Health,team_1,MDR Meeting,product_41,0
business_unit_1,Contact,Pharmacy Technician,,Physician,team_3,Inbound Call,product_40,1
business_unit_1,Contact,COO,C-Level,Revenue Cycle Management,team_2,Demo Request,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Inbound Call,product_1,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Ambulatory Health Care Facilities,team_1,MDR Meeting,product_1,0
business_unit_1,Lead,Medical Biller,,Mental Health,team_3,Demo Request,product_4,0
business_unit_1,Contact,BILLING SUPERVISOR,Staff-Level,DME & Medical Supplies,team_3,Survey,product_34,0
business_unit_1,Contact,Billing & Compliance Representative,,Ambulatory Health Care Facilities,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,,Physician,team_3,Survey,product_34,0
business_unit_1,Lead,,,Hospital,team_3,Demo Request,product_7,1
business_unit_1,Contact,billing manager,Manager-Level,DME & Medical Supplies,team_3,Survey,product_34,0
business_unit_1,Lead,,,Skilled Nursing Facility,team_5,Demo Request,product_57,1
business_unit_1,Lead,"Manager, Billing",Manager-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Lead,Ex VP of Operations,VP-Level,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Lead,Patient Access Specialist,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Registration,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,collector,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Revenue Cycle Trainer,,Health System,team_4,Webinar,product_27,0
business_unit_1,Contact,Patient Financial Associate Level 2,Staff-Level,Health System,team_4,Webinar,product_27,0
business_unit_1,Lead,Patient Access Supervisor,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,AR ACCOUNT REPRESENTATIVE,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Government Billing and Collections,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Accts Receivable billing rep,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,medicare billing and collection,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Account Clerk,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Billing,Staff-Level,Podiatry,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Officer,Staff-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,"Supervisor, Administrative & Billing",Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Lead,Owner,,Mental Health,team_3,Demo Request,product_1,1
business_unit_1,Lead,,,Skilled Nursing Facility,team_6,Demo Request,product_33,0
business_unit_1,Lead,"Supervisor, Billing",,Physician,team_3,Survey,product_34,0
business_unit_1,Lead,Billing Director,Director-Level,Home Health,team_1,Survey,product_34,1
business_unit_1,Lead,PATIENT ACCESS SPECIALIST,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,Demo Request,product_25,0
business_unit_1,Contact,Billing Manager,Manager-Level,DME & Medical Supplies,team_3,Survey,product_34,0
business_unit_1,Lead,Scheduler,,Skilled Nursing Facility,team_5,Inbound Call,product_57,1
business_unit_1,Contact,Billing Specialist,Staff-Level,Transportation Services,team_3,Survey,product_27,0
business_unit_1,Contact,"Senior Director, Billing & Coding",Director-Level,Ambulatory Health Care Facilities,team_3,Survey,product_34,1
business_unit_1,Contact,Billing,Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Lead,Admin,,Physician,team_3,Inbound Call,product_1,0
business_unit_1,Lead,Admin,,Physician,team_3,Inbound Call,product_1,0
business_unit_1,Lead,Billing Manager,Manager-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Survey,product_34,0
business_unit_2,Lead,"Director, HEOR",,Pharmaceutical,team_8,Tradeshow,product_31,0
business_unit_2,Lead,"Associate Director, Global Associate Compound Market Access Leader - Neuroscience",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Senior Managed Care Medical Science Liaison,,Pharmaceutical,team_8,Tradeshow,product_31,0
business_unit_2,Lead,Senior Director,,Pharmaceutical,team_8,Tradeshow,product_31,0
business_unit_2,Lead,President,,Pharmaceutical,team_8,Tradeshow,product_31,0
business_unit_2,Lead,,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Associate Director,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,,,Biotech,team_8,Tradeshow,product_19,0
business_unit_2,Lead,PhD Student,,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Lead,Associate Director,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Director, Biostatistics",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Head of Evidence Generation,,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Founder, Actuary & Vbp Specialist & Entrepreneur",,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,HEOR,,Pharmaceutical,team_8,Tradeshow,product_31,0
business_unit_2,Lead,,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Executive Director, HEOR",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Senior Project Manager, Methods Innovation, Value & Evidence",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,Data Scientist,,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_2,Lead,"Senior Director, Global Evidence and Outcomes",,Pharmaceutical,team_8,Tradeshow,product_61,0
business_unit_2,Lead,Senior Director,,Pharmaceutical,team_12,Tradeshow,product_51,0
business_unit_2,Lead,"VP, Market Access & Reimbursement",,Pharmaceutical,team_8,Tradeshow,product_19,0
business_unit_1,Contact,Billing,Staff-Level,"Speech, Language and Hearing Service",team_3,Survey,product_34,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Eye and Vision Services,team_3,Survey,product_27,0
business_unit_1,Contact,Billing,Staff-Level,Billing Services,team_3,Survey,product_34,0
business_unit_1,Contact,Billing,Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_3,Lead,"Director, Connect for Quality",Director-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_3,Lead,Lead Clinical & Population Health Analyst,Staff-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_3,Contact,VP Growth & Implementation,VP-Level,Health Plan / Payer,team_9,Tradeshow,product_30,0
business_unit_3,Contact,Strategic Consultant,,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_3,Contact,"Director, Pharmacy Operations",Director-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_3,Contact,Executive Director,Director-Level,Chiropractic,team_9,Tradeshow,product_42,0
business_unit_3,Contact,CMO,C-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_3,Contact,"Senior Manager, Clinical Regulatory & Compliance Vendor Monitoring",Manager-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_1,Lead,National Corporate Contract Administrator,,Other Ambulatory Provider,team_3,Tradeshow,product_12,0
business_unit_3,Contact,"Associate Director, Network Operations",Director-Level,Health Plan / Payer,team_9,Tradeshow,product_42,0
business_unit_1,Contact,Business Office Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Contact,Billing Coordinator,Staff-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing,Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Secretaria,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Billing Assistant,Staff-Level,PT/OT/Rehab,team_3,Survey,product_34,0
business_unit_1,Contact,Office Manager/Billing Specialist,Manager-Level,Mental Health,team_3,Survey,product_34,1
business_unit_1,Contact,Billing Manager,,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Medical Billing Specialist,Staff-Level,Pharmacy Service,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Specialist,,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Contact,Billing,Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Lead,"Manager, Billing",,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Lead,Human Resources Manager/ Billing Officer,,Other Ambulatory Provider,team_3,Survey,product_34,0
business_unit_1,Contact,CCO,Director-Level,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Contact,Billing Admin,,Mental Health,team_3,Survey,product_27,0
business_unit_1,Contact,Billing Manger,Manager-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Contact,Billing Specialist,Staff-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Revenue Cycle Manager,,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing,Staff-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Contact,DME Billing,,DME & Medical Supplies,team_3,Survey,product_27,1
business_unit_1,Contact,Intake and billing specialist,Staff-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Eye and Vision Services,team_3,Survey,product_34,1
business_unit_1,Contact,Billing Manager,Manager-Level,Mental Health,team_3,Survey,product_34,1
business_unit_1,Contact,Billing,,PT/OT/Rehab,team_3,Survey,product_34,1
business_unit_1,Lead,Billing and Revenue Manager,,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Revenue Cycle Manager,Manager-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Manager,Manager-Level,Physician,team_3,Survey,product_34,1
business_unit_1,Lead,"Manager, Credentialing& Billing",,Ambulatory Health Care Facilities,team_3,Survey,product_27,0
business_unit_1,Contact,billing manager,Manager-Level,Mental Health,team_3,Survey,product_34,0
business_unit_1,Contact,Billing Specialist,Staff-Level,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,BILLING MANAGER,,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing,,Billing Services,team_3,Survey,product_34,1
business_unit_1,Lead,"Supervisor, Acu PT & Chiro Billing",,Chiropractic,team_3,Survey,product_34,0
business_unit_1,Lead,"Manager, Billing",,Physician,team_3,Survey,product_34,0
business_unit_1,Contact,Billing,Staff-Level,Other Ambulatory Provider,team_3,Survey,product_34,1
business_unit_1,Contact,Billing Account Manager,,Residential Treatment Facilities,team_3,Survey,product_34,0
business_unit_1,Contact,Office Manager,Manager-Level,Mental Health,team_3,Webinar,product_27,0
business_unit_1,Contact,Practice coordinator trainer,,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Patient financial service,Staff-Level,Health System,team_4,Webinar,product_27,0
business_unit_1,Contact,Director of Patient Access,Director-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Contact,Colorado Medical Director Occupational Health,Director-Level,Health System,team_4,Webinar,product_27,0
business_unit_1,Contact,Patient Account Representative,Staff-Level,Hospital,team_4,Webinar,product_27,0
business_unit_1,Lead,Admin,,Hospital,team_4,Inbound Call,product_7,1
business_unit_1,Lead,Provider,,Physician,team_3,Inbound Call,product_37,0
business_unit_1,Contact,Admin,,Physician,team_3,Inbound Call,product_1,1
business_unit_1,Contact,Intake Coordinator,Staff-Level,Home Health,team_1,MDR Meeting,product_24,0
business_unit_1,Lead,,,Health System,team_4,Demo Request,product_34,0
business_unit_1,Lead,Contract Analyst,Staff-Level,Hospital,team_4,Webinar,product_50,0
business_unit_3,Lead,Libero dolores et rerum fuga Excepteur consequuntur laboriosam et ut sequi eaque,,Health System,team_9,Demo Request,product_14,0
business_unit_1,Lead,Supervisor,,Hospital,team_4,Webinar,product_24,0
business_unit_1,Lead,,,Billing Services,team_1,Demo Request,product_4,1
business_unit_1,Lead,DON,,Skilled Nursing Facility,team_1,Demo Request,product_7,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_27,1
business_unit_3,Lead,,,Health Plan / Payer,team_9,Demo Request,product_54,1
business_unit_1,Lead,Admin,,Skilled Nursing Facility,team_1,Inbound Call,product_1,0
business_unit_1,Contact,Insurance Analyst,Staff-Level,Ambulatory Health Care Facilities,team_1,MDR Meeting,product_24,0
business_unit_1,Lead,Patient Safety & Quality,,Ambulatory Health Care Facilities,team_7,Demo Request,product_3,1
business_unit_1,Lead,ADON,,Skilled Nursing Facility,team_6,Webinar,product_55,0
business_unit_1,Lead,,,Home Health,team_1,Demo Request,product_25,1
business_unit_1,Lead,MDS Coordinator,Staff-Level,Skilled Nursing Facility,team_6,Webinar,product_35,0
business_unit_1,Contact,Billing,,Billing Services,team_3,Webinar,product_7,0
business_unit_1,Contact,Rev Cycle Manager,Manager-Level,Home Health,team_1,Webinar,product_27,0
business_unit_1,Contact,Biller,Staff-Level,Chiropractic,team_3,Webinar,product_7,1
business_unit_1,Contact,RDO,,Skilled Nursing Facility,team_1,Webinar,product_49,0
business_unit_1,Contact,Intake Coordinator,,Home Health,team_1,MDR Meeting,product_24,1
business_unit_1,Lead,Owner,,Hospice,team_1,Inbound Call,product_4,1
business_unit_1,Lead,Owner,,Billing Services,team_3,Inbound Call,product_4,1
business_unit_1,Contact,Office Manager,,Ambulatory Health Care Facilities,team_3,Web Chat,product_24,1
business_unit_1,Contact,VP of Revenue Cycle Management,VP-Level,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Chief Clinical Officer / VP, Informatics",C-Level,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Accounting and Finance Manager,,Home Health,team_1,Tradeshow,product_50,1
business_unit_1,Contact,Senior Director of Operations,Director-Level,Home Health,team_1,Tradeshow,product_49,1
business_unit_1,Contact,Patient Accounting Manager,Manager-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Executive Vice President,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,IT Business Analyst/Project Manager,Manager-Level,Skilled Nursing Facility,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Director, Clinical Support Services",Director-Level,Consulting Services,team_4,Tradeshow,product_49,0
business_unit_1,Contact,"Manager, IT Home Health, Long Term Care Service Lines, Applications",Manager-Level,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Director of Finance,Director-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Associate VP,VP-Level,Home Health,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Data Scientist Architect,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,IT Director of Applications,Director-Level,Skilled Nursing Facility,team_1,Tradeshow,product_49,0
business_unit_1,Contact,VP Revenue Cycle,VP-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Revenue Cycle Manager,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Nurse Aide Coordinator,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Manager: Billing, Insurance & Prior Auth",Manager-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Regional Vice President,VP-Level,Home Health,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Executive Director of Ops,Director-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Senior Vice President Clinical Integration and Performance Management,VP-Level,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Associate Director; OASIS Outcomes, Utilization and Clinical Operations Support",,Home Health,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Education Supervisor,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Services,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Sr. Director of Revenue Cycle Management,,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Services,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Documentation,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director,Director-Level,Home Health,team_4,Tradeshow,product_49,1
business_unit_1,Contact,Clinical Systems Analyst,,Skilled Nursing Facility,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Senior Director of Health Information Management & Process Innovation,Director-Level,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Executive Director,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,RCM Supervisor,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,CFO,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director Revenue Cycle,Director-Level,Home Health,team_1,Tradeshow,product_50,1
business_unit_1,Contact,VP of Revenue Systems,VP-Level,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,CEO,C-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Revenue Cycle,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Govening Board,C-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Chief Information Officer,C-Level,Hospice,team_1,Tradeshow,product_50,0
business_unit_1,Contact,PCC Operation Manager,Manager-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Director, Data Analytics",,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Systems Information Specialist,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"Director, Business Development Operations",Director-Level,Home Health,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Area Vice President of Hospice Services,VP-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,CEO,C-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Staff Development Coordinator,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Senior Clinical Informatics Analyst,Staff-Level,Hospice,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Senior Billing Manager,Manager-Level,Home Health,team_1,Tradeshow,product_50,1
business_unit_1,Contact,Home Health AVP,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Business Configuration,,Hospice,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Director of Clinical Services,Director-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director Revenue Cycle - Hospice,Manager-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Tech. & Practice Development,Director-Level,Hospice,team_1,Tradeshow,product_50,0
business_unit_1,Contact,Intake Supervisor,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Clinical Manager,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Quality/OASIS/Coding Manager,Manager-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Patient Accounts,Director-Level,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,"AVP, RCM Transformation",,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,PCC Supervisor,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,HIM Director,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,VP of Innovation and Rehabilitation Solutions,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Manager Edu,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Informatics,,Hospice,team_1,Tradeshow,product_50,0
business_unit_1,Contact,"Business Office Manager, Home Health and Hospice",Manager-Level,Hospice,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Administrator of Home Health,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director Home Health Revenue Cycle,Director-Level,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Director of Home Care,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,SVP Revenue Cycle Management,VP-Level,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Clinical Optimization PM,Manager-Level,Health System,team_4,Tradeshow,product_49,0
business_unit_1,Contact,Operations Specialist,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Director of Clinical Services,,Hospice,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Chief Innovation Officer,,Home Health,team_1,Tradeshow,product_49,1
business_unit_1,Contact,IT Manager,,Home Health,team_1,Tradeshow,product_49,0
business_unit_1,Contact,Billing Manager,Manager-Level,Skilled Nursing Facility,team_1,Webinar,product_37,0
business_unit_1,Contact,Director of Information Technology,Staff-Level,Skilled Nursing Facility,team_1,Inbound Call,product_28,1
business_unit_1,Lead,Medical Coder,Staff-Level,Other Ambulatory Provider,team_3,Webinar,product_40,0
business_unit_1,Lead,,,Home Health,team_1,PPC,product_7,0
business_unit_1,Contact,"Vice President, Engineering & Delivery",,Mental Health,team_3,PPC,product_27,1
business_unit_1,Lead,,,Physician,team_4,Demo Request,product_47,1
business_unit_1,Lead,,,Skilled Nursing Facility,team_6,Demo Request,product_55,0
business_unit_1,Lead,"Manager, Billing",Manager-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Contact,Administrator,,Physician,team_3,Demo Request,product_1,1
business_unit_1,Lead,,,Other Ambulatory Provider,team_3,PPC,product_34,0
business_unit_1,Lead,,,Physician,team_3,PPC,product_34,0
business_unit_1,Lead,,,Hospital,team_4,PPC,product_27,0
business_unit_1,Lead,Clinic Director,,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,Billing Supervisor,Staff-Level,Physician,team_3,Webinar,product_34,1
business_unit_1,Lead,Co-Founder & Head of Financial Operations,,Consulting Services,team_2,Webinar,product_7,0
business_unit_1,Lead,,,Mental Health,team_3,PPC,product_47,0
business_unit_1,Lead,"Supervisor, Insurance Billing",,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,Chief Executive Officer,,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,CEO,C-Level,Physician,team_3,Webinar,product_34,0
business_unit_1,Lead,SR VP,,Hospital,team_4,Webinar,product_50,0
business_unit_1,Contact,RN-DON,Director-Level,Skilled Nursing Facility,team_6,Webinar,product_55,0
business_unit_1,Contact,Financial Clerk/Collections,Staff-Level,Hospital,team_4,Webinar,product_34,0
business_unit_1,Contact,Revenue cycle manager,Manager-Level,Billing Services,team_2,Webinar,product_7,0
business_unit_1,Contact,Medical Billing Specialist,Staff-Level,Hospital,team_4,Webinar,product_34,0
business_unit_1,Lead,HB Analyst,Staff-Level,Sotfware Vendor,team_2,Webinar,product_7,0
business_unit_1,Contact,Billing Officer,Staff-Level,Physician,team_3,Webinar,product_34,1
business_unit_1,Contact,"Director, Financial Planning & Analysis",Director-Level,Laboratories,team_3,Webinar,product_34,0
