Product ID,Product Name,Product Category,Price,Quantity Sold,UOM,Region,Customer Segment,Sales Rep Name,Date of Sale
0Z8X1RFJHX,Gauze Sponges,Medical Devices,154.82,26,packs,"Seattle, WA",Clinic,Jennifer Ross,2024-10-03
5NZ34RG3KH,Adhesive Bandages,Medical Devices,481.35,56,packs,"Phoenix, AZ",Clinic,Robert Green,2023-12-07
2G1SXZOJSA,Surgical Masks,Surgical Supplies,57.11,34,boxes,"Phoenix, AZ",Hospital,Thomas Grimes,2024-07-01
X2EMQVX2C7,"Syringes, 50ml",Surgical Supplies,447.69,19,boxes,"Minneapolis, MN",Clinic,Thomas Garcia,2024-05-10
ZXYTC14Z03,Disposable Gloves,Medical Devices,295.88,44,boxes,"Houston, TX",Clinic,Daniel Arnold,2024-04-28
6Z4NX8AV4P,"Syringes, 50ml",Medical Devices,430.83,33,boxes,"Phoenix, AZ",Clinic,Ana Smith,2024-03-20
V52CWIJQRE,Atorvastatin Tablets,Pharmaceuticals,89.9,14,packs,"Chicago, IL",Clinic,John Ponce,2024-03-25
UU2FREO4AK,Gauze Pads,Surgical Supplies,220.29,76,packs,"San Antonio, TX",Hospital,Rachel Sutton,2023-12-15
KCRD6Y6CLA,Blood Collection Tubes,Medical Devices,159.42,25,trays,"Minneapolis, MN",Hospital,Thomas Silva,2024-02-23
JEEKXUWEM4,Surgical Scalpels,Medical Devices,375.54,45,pieces,"Washington, DC",Hospital,Renee Mcgrath,2024-06-17
Y9HB1JGSLJ,Aspirin Tablets,Pharmaceuticals,119.66,33,packs,"Seattle, WA",Clinic,Linda West,2024-08-19
DYUN9K3KWV,"Syringes, 50ml",Medical Devices,415.15,31,boxes,"Chicago, IL",Clinic,Ana Smith,2024-07-09
4S5DRCEVBR,Cough Syrup,Pharmaceuticals,448.46,35,bottles,"Boston, MA",Hospital,Juan Campos,2024-05-30
ZTCRPTYNNB,Adhesive Bandages,Medical Devices,307.61,59,packs,"Portland, OR",Hospital,Ana Smith,2024-01-05
QVEKCR1BLY,IV Tubing Set,Medical Devices,377.12,53,pieces,"Dallas, TX",Hospital,Thomas Silva,2023-10-16
1UAXKWPZZD,Amoxicillin Capsules,Pharmaceuticals,376.84,37,bottles,"Orlando, FL",Hospital,James Bradley,2024-08-23
AAQTNHSP02,Atorvastatin Tablets,Pharmaceuticals,444.53,68,packs,"San Francisco, CA",Hospital,Robin Levy,2024-07-20
6A1TSS5CWA,Catheters,Medical Devices,171.23,22,pieces,"Atlanta, GA",Clinic,Robert Green,2024-09-24
Y8KQI3QXVT,Surgical Gowns,Surgical Supplies,478.12,75,packs,"Orlando, FL",Hospital,Kyle Blair,2023-12-02
26V2KYR36W,Disposable Gloves,Medical Devices,442.59,76,boxes,"San Antonio, TX",Hospital,Rachel Sutton,2024-10-04
UMFKEP4RFR,"Syringes, 50ml",Surgical Supplies,334.43,36,boxes,"San Antonio, TX",Clinic,Rachel Sutton,2024-02-11
QT11AXC0IO,Scalpel Blades,Surgical Supplies,361.29,29,pieces,"Las Vegas, NV",Hospital,Mallory Barnett,2024-05-07
EOKTM1MX7K,Gauze Sponges,Medical Devices,481.07,37,packs,"Atlanta, GA",Hospital,Robert Green,2023-10-21
GBS9S0KF35,Disposable Face Masks,Medical Devices,164.47,62,boxes,"Washington, DC",Hospital,Renee Mcgrath,2024-07-30
OSBN560W4D,Scalpel Blades,Surgical Supplies,128.48,61,pieces,"San Antonio, TX",Clinic,Rachel Sutton,2024-09-20
AG6WTZXSC9,Amoxicillin Capsules,Pharmaceuticals,185.02,46,bottles,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-09-24
FNE4IAKFMZ,Surgical Gloves,Surgical Supplies,254.02,37,boxes,"Phoenix, AZ",Hospital,Thomas Grimes,2023-12-09
CXDO4VHAHJ,Atorvastatin Tablets,Pharmaceuticals,272.89,67,packs,"Denver, CO",Hospital,Lisa Barrera,2023-12-04
MRGK131UNH,Diagnostic Test Strips,Medical Devices,460.76,48,boxes,"Orlando, FL",Clinic,Rebecca Wagner,2024-05-01
VRLW179R2W,Surgical Masks,Surgical Supplies,303.56,31,boxes,"Las Vegas, NV",Clinic,Mallory Barnett,2024-03-11
KTZE7AFRBW,Vitamin D Capsules,Pharmaceuticals,183.91,35,bottles,"Phoenix, AZ",Clinic,Thomas Grimes,2023-10-20
I0MJT68G9E,IV Catheters,Surgical Supplies,91.24,38,pieces,"Phoenix, AZ",Clinic,Thomas Grimes,2024-01-27
SDJPW81KHT,Diagnostic Test Strips,Medical Devices,453.32,11,boxes,"Atlanta, GA",Clinic,Robert Green,2024-07-25
5ASQ0VJ5RK,Surgical Gowns,Surgical Supplies,401.96,69,packs,"Dallas, TX",Hospital,Jennifer Ross,2024-07-19
VQY37137NW,Ibuprofen Tablets,Pharmaceuticals,384.53,18,packs,"Portland, OR",Hospital,Aaron Snyder,2024-01-08
ON3H76SMZD,Metformin Tablets,Pharmaceuticals,293.97,48,packs,"Houston, TX",Hospital,Jorge Trujillo,2024-09-14
HLDTXLL8DF,Surgical Scalpels,Medical Devices,385.94,18,pieces,"Denver, CO",Clinic,Aaron Snyder,2024-02-25
C6Z9ZJTLMN,Blood Collection Tubes,Medical Devices,467.23,69,trays,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-07-21
0R2QC1DHO2,Atorvastatin Tablets,Pharmaceuticals,65.45,31,packs,"Washington, DC",Hospital,Christopher Flores,2024-02-16
IC0MUT69KC,Ibuprofen Tablets,Pharmaceuticals,120.29,70,packs,"San Francisco, CA",Hospital,Robin Levy,2024-10-08
XIGOJAS2UF,Suture Kits,Surgical Supplies,175.72,35,sets,"San Antonio, TX",Hospital,Rachel Sutton,2024-06-17
XWPCVT6TLN,Surgical Masks,Surgical Supplies,127.87,67,boxes,"Seattle, WA",Hospital,Linda West,2024-02-26
NUS8MVVYEH,Sterile Drapes,Surgical Supplies,459.77,69,packs,"Las Vegas, NV",Hospital,William Cantu,2023-11-06
BOK73LZLHT,Blood Collection Tubes,Medical Devices,143.23,62,trays,"Atlanta, GA",Clinic,Ana Smith,2023-12-21
PSP3XEPVQQ,"Syringes, 50ml",Surgical Supplies,74.38,46,boxes,"Houston, TX",Clinic,Juan Campos,2024-09-24
ZRZB0WKIX6,IV Catheters,Surgical Supplies,341.42,32,pieces,"Houston, TX",Clinic,Jorge Trujillo,2024-05-11
14O15FAOBM,Cough Syrup,Pharmaceuticals,117.54,44,bottles,"Las Vegas, NV",Clinic,Jorge Trujillo,2024-08-01
RHK1FQM6FN,"Syringes, 50ml",Surgical Supplies,478.56,54,boxes,"San Francisco, CA",Hospital,Daniel Arnold,2023-12-30
4ANXX0FQ76,Surgical Scalpels,Medical Devices,426.11,12,pieces,"Boston, MA",Clinic,Megan Chang,2024-04-22
VE8CWIA0QA,"Syringes, 50ml",Medical Devices,476.67,58,boxes,"Dallas, TX",Hospital,Jennifer Ross,2024-05-20
S95C4EL4H9,"Syringes, 50ml",Medical Devices,499.67,56,boxes,"Denver, CO",Hospital,Lisa Barrera,2024-09-21
Q3JIGAEPKX,Surgical Gloves,Surgical Supplies,129.84,21,boxes,"San Francisco, CA",Clinic,Christine King,2024-04-16
8M9AKWRPQR,Diagnostic Test Strips,Medical Devices,411.58,55,boxes,"San Antonio, TX",Clinic,Rachel Sutton,2024-09-16
3HH17TWFNA,Paracetamol Tablets,Pharmaceuticals,49.18,50,packs,"Portland, OR",Clinic,Ana Smith,2024-02-07
RU9UXSZ1LW,Gauze Pads,Surgical Supplies,311.05,10,packs,"Minneapolis, MN",Clinic,Thomas Garcia,2024-05-14
KDMBEZ6UC0,"Syringes, 50ml",Surgical Supplies,282.27,35,boxes,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-05-29
HVDNJ6I6KG,Surgical Gloves,Surgical Supplies,277.93,75,boxes,"Portland, OR",Hospital,Aaron Snyder,2023-11-18
HUC8TEJ4FI,Atorvastatin Tablets,Pharmaceuticals,211.17,34,packs,"Boston, MA",Hospital,Juan Campos,2023-12-13
N03HT89DVK,"Syringes, 50ml",Medical Devices,101.83,71,boxes,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-01-15
S4DAAGRAL0,"Syringes, 50ml",Surgical Supplies,145.0,58,boxes,"Chicago, IL",Clinic,Megan Chang,2024-01-17
LWCVJ7XGUS,Surgical Gowns,Surgical Supplies,60.03,61,packs,"Boston, MA",Hospital,Juan Campos,2023-12-20
9F7J4O2L0H,Surgical Gloves,Surgical Supplies,490.54,64,boxes,"Phoenix, AZ",Hospital,Ryan Carr,2024-03-15
SE9IAOEPBG,Surgical Masks,Surgical Supplies,366.95,23,boxes,"Houston, TX",Hospital,Jorge Trujillo,2023-11-18
5H9H4BKNCW,Insulin Injection,Pharmaceuticals,193.03,31,syringles,"Phoenix, AZ",Clinic,Rebecca Wagner,2023-12-07
UEI1G0PFIU,Diagnostic Test Strips,Medical Devices,239.92,82,boxes,"Chicago, IL",Hospital,Mark Harrell,2024-08-22
D098P6EFI2,Surgical Scalpels,Medical Devices,224.56,62,pieces,"Dallas, TX",Hospital,Kristen Turner,2023-12-18
LNV1A5BIAK,Gauze Sponges,Medical Devices,205.16,58,packs,"Boston, MA",Hospital,Juan Campos,2024-03-25
VOGJGXNW74,Surgical Gowns,Surgical Supplies,296.05,65,packs,"Dallas, TX",Clinic,Kristen Turner,2023-11-12
E946MZR3WE,Atorvastatin Tablets,Pharmaceuticals,12.18,27,packs,"Minneapolis, MN",Clinic,Mark Harrell,2024-07-31
D6LE5V2SWL,Amoxicillin Capsules,Pharmaceuticals,105.23,20,bottles,"San Francisco, CA",Clinic,Robin Levy,2024-01-20
MCSEUZHJ2O,Antibiotic Ointment,Pharmaceuticals,266.73,59,tubes,"Las Vegas, NV",Hospital,Mallory Barnett,2024-06-12
89KGULQBZ4,Cough Syrup,Pharmaceuticals,43.62,34,bottles,"Atlanta, GA",Clinic,Linda West,2024-08-08
S6QQR751XI,Metformin Tablets,Pharmaceuticals,67.2,13,packs,"Phoenix, AZ",Clinic,Ryan Carr,2024-03-13
UFG6LQ9U30,Suture Kits,Surgical Supplies,126.58,73,sets,"Phoenix, AZ",Clinic,Mikayla Sanchez,2023-12-28
SDQE1P909B,Antibiotic Ointment,Pharmaceuticals,312.78,46,tubes,"Minneapolis, MN",Hospital,Thomas Garcia,2023-12-10
O1ISJ22JN4,Cough Syrup,Pharmaceuticals,222.62,42,bottles,"Dallas, TX",Hospital,Jennifer Ross,2024-03-30
09VXRG0YJ9,Metformin Tablets,Pharmaceuticals,187.05,56,packs,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-05-18
U01LK77I0X,Aspirin Tablets,Pharmaceuticals,144.46,36,packs,"San Diego, CA",Clinic,Daniel Arnold,2024-06-11
B155M6FDIY,Metformin Tablets,Pharmaceuticals,56.97,35,packs,"Houston, TX",Clinic,William Sullivan,2024-05-15
FEODSDSQ8I,Surgical Scalpels,Medical Devices,279.76,35,pieces,"Boston, MA",Hospital,Megan Chang,2024-01-11
WPGFTDWTM0,Paracetamol Tablets,Pharmaceuticals,75.11,47,packs,"Las Vegas, NV",Clinic,William Cantu,2023-10-14
VJTXOR2FJ9,Amoxicillin Capsules,Pharmaceuticals,490.71,63,bottles,"San Francisco, CA",Hospital,Christine King,2023-12-02
9HTPGAQXQA,Catheters,Medical Devices,444.28,69,pieces,"San Diego, CA",Clinic,Christine King,2024-03-23
THOEUXQ1R1,"Syringes, 50ml",Surgical Supplies,408.71,42,boxes,"Denver, CO",Hospital,Robert Green,2024-10-02
2LSR1GYBI7,IV Tubing Set,Medical Devices,270.98,51,pieces,"Dallas, TX",Clinic,Kristen Turner,2024-05-08
BXGA6VEQGO,Disposable Face Masks,Medical Devices,172.5,24,boxes,"San Francisco, CA",Clinic,Christine King,2024-10-06
V3EEBTMZRY,Catheters,Medical Devices,163.4,27,pieces,"Seattle, WA",Hospital,Linda West,2024-08-16
RHJYOH2Y95,Amoxicillin Capsules,Pharmaceuticals,321.83,61,bottles,"Dallas, TX",Hospital,Kristen Turner,2024-10-12
PMRFV1AURO,Metformin Tablets,Pharmaceuticals,77.31,12,packs,"Washington, DC",Clinic,Rebecca Wagner,2024-01-27
388A7MH951,"Syringes, 50ml",Surgical Supplies,347.94,56,boxes,"Chicago, IL",Hospital,John Ponce,2024-06-22
051Y9BDUCN,Forceps,Surgical Supplies,295.29,10,pieces,"San Francisco, CA",Hospital,Mark Harrell,2024-03-19
YHXDS40HEQ,IV Tubing Set,Medical Devices,438.38,14,pieces,"Minneapolis, MN",Clinic,Thomas Garcia,2024-08-27
FAYM0RK0NS,Metformin Tablets,Pharmaceuticals,185.29,6,packs,"Miami, FL",Hospital,Rebecca Wagner,2024-05-25
0TM1BXH5NK,Catheters,Medical Devices,254.27,65,pieces,"Houston, TX",Clinic,James Bradley,2024-03-09
07LBPRN1AW,Surgical Gloves,Surgical Supplies,231.08,58,boxes,"Chicago, IL",Clinic,John Ponce,2024-09-23
8Z1HZIX2ZW,Aspirin Tablets,Pharmaceuticals,11.83,17,packs,"Dallas, TX",Clinic,Thomas Garcia,2024-08-16
Z7376Q7UA8,IV Catheters,Surgical Supplies,294.47,55,pieces,"Houston, TX",Hospital,James Bradley,2024-04-11
R2G1XHBLH3,Gauze Sponges,Medical Devices,264.27,86,packs,"Denver, CO",Hospital,Jasmine Kelley,2024-03-17
5VH4VG1XY7,Adhesive Bandages,Medical Devices,370.1,35,packs,"Las Vegas, NV",Hospital,Mallory Barnett,2024-03-09
PQYP1MBMWE,Metformin Tablets,Pharmaceuticals,170.38,19,packs,"Las Vegas, NV",Clinic,Mallory Barnett,2024-03-10
FF52K3UEEC,Paracetamol Tablets,Pharmaceuticals,67.7,13,packs,"Boston, MA",Clinic,Renee Mcgrath,2024-02-04
AFPVBW3TIY,Surgical Masks,Surgical Supplies,326.6,63,boxes,"Boston, MA",Clinic,Juan Campos,2023-12-14
QKLYZVMA0E,Aspirin Tablets,Pharmaceuticals,72.66,35,packs,"Portland, OR",Clinic,Aaron Snyder,2024-08-12
9Z5J4WA6VU,Surgical Scalpels,Medical Devices,287.54,63,pieces,"San Francisco, CA",Clinic,Robin Levy,2023-11-27
DLOIKCXWTH,"Syringes, 50ml",Surgical Supplies,181.16,26,boxes,"Chicago, IL",Hospital,Jasmine Kelley,2024-05-28
8PT2PUJZTI,Surgical Masks,Surgical Supplies,456.08,33,boxes,"Dallas, TX",Clinic,Jennifer Ross,2023-12-11
U4Q9YSVXGE,Disposable Gloves,Medical Devices,318.85,44,boxes,"Dallas, TX",Clinic,Kristen Turner,2024-08-26
UIU78YSPLJ,Insulin Injection,Pharmaceuticals,168.0,1,syringles,"Minneapolis, MN",Clinic,Lisa Barrera,2024-01-05
DQFJ5RERLT,Gauze Pads,Surgical Supplies,412.21,38,packs,"Atlanta, GA",Hospital,Robert Green,2023-11-29
AUQ6OS6O03,Ibuprofen Tablets,Pharmaceuticals,392.43,58,packs,"Seattle, WA",Hospital,Robin Levy,2023-10-20
62VIQDPXVD,"Syringes, 50ml",Surgical Supplies,204.65,18,boxes,"Boston, MA",Clinic,Megan Chang,2024-09-09
PK58EQZ0BQ,Gauze Sponges,Medical Devices,409.41,43,packs,"Denver, CO",Hospital,Linda West,2024-07-28
N8CL1Y8966,Catheters,Medical Devices,413.84,91,pieces,"San Francisco, CA",Hospital,Robin Levy,2024-02-05
A0RZYB8AAK,Forceps,Surgical Supplies,140.32,14,pieces,"Denver, CO",Clinic,Lisa Barrera,2024-08-25
1SGX80CS70,Antibiotic Ointment,Pharmaceuticals,184.73,45,tubes,"Seattle, WA",Hospital,Linda West,2024-04-16
PIHNN9ET5A,IV Tubing Set,Medical Devices,257.35,46,pieces,"Houston, TX",Clinic,Jorge Trujillo,2024-01-02
G9RE4E1ZLJ,Amoxicillin Capsules,Pharmaceuticals,119.96,20,bottles,"Chicago, IL",Clinic,Jennifer Ross,2024-05-08
1KN60N78F5,Cough Syrup,Pharmaceuticals,56.67,52,bottles,"Denver, CO",Hospital,Christopher Flores,2023-10-24
8MK71EU8UK,Vitamin D Capsules,Pharmaceuticals,199.04,41,bottles,"Washington, DC",Clinic,Renee Mcgrath,2024-06-24
CH9KOKSM4N,Atorvastatin Tablets,Pharmaceuticals,263.38,47,packs,"Portland, OR",Hospital,Aaron Snyder,2024-01-21
RPO2FUUI7S,"Syringes, 50ml",Surgical Supplies,498.23,35,boxes,"Portland, OR",Hospital,Aaron Snyder,2024-02-27
PQ4EDJM5D6,Sterile Drapes,Surgical Supplies,135.09,40,packs,"Chicago, IL",Hospital,John Ponce,2024-08-24
4S1YTRVZ8X,Atorvastatin Tablets,Pharmaceuticals,204.18,61,packs,"Denver, CO",Hospital,Ryan Carr,2024-05-29
G2TDD5PTDU,Antibiotic Ointment,Pharmaceuticals,177.95,18,tubes,"Atlanta, GA",Hospital,Robert Green,2024-09-29
UCWOWDVS57,Surgical Gloves,Surgical Supplies,420.28,20,boxes,"Denver, CO",Clinic,Jasmine Kelley,2024-01-04
IT1I1LV6G4,Gauze Pads,Surgical Supplies,163.8,65,packs,"Orlando, FL",Clinic,Kyle Blair,2023-10-16
C86NKAH5KL,Diagnostic Test Strips,Medical Devices,336.98,61,boxes,"Denver, CO",Hospital,John Ponce,2024-08-20
YZS4J1KAWZ,Blood Collection Tubes,Medical Devices,374.61,58,trays,"Seattle, WA",Clinic,Kristen Turner,2024-05-23
Z0ETJ0OVLZ,Atorvastatin Tablets,Pharmaceuticals,53.94,19,packs,"Phoenix, AZ",Clinic,Ryan Carr,2023-12-01
TC2BHE4ET5,Insulin Injection,Pharmaceuticals,141.44,21,syringles,"San Antonio, TX",Clinic,Rachel Sutton,2024-01-14
00QISQRPH1,Disposable Gloves,Medical Devices,412.41,35,boxes,"Washington, DC",Hospital,Renee Mcgrath,2024-09-24
H067F3RVMN,Diagnostic Test Strips,Medical Devices,392.36,94,boxes,"Phoenix, AZ",Hospital,Ryan Carr,2024-05-12
X1JS9FLKWB,"Syringes, 50ml",Surgical Supplies,271.66,44,boxes,"Atlanta, GA",Hospital,Aaron Snyder,2024-05-03
J630NGZZP5,Gauze Sponges,Medical Devices,232.05,72,packs,"Phoenix, AZ",Hospital,Ryan Carr,2024-07-22
36QBWYWWPA,Gauze Pads,Surgical Supplies,184.44,16,packs,"Houston, TX",Clinic,Jorge Trujillo,2024-09-07
8T45R2QK2L,Adhesive Bandages,Medical Devices,139.3,79,packs,"Houston, TX",Hospital,Jorge Trujillo,2024-03-04
1328CCEIRY,Atorvastatin Tablets,Pharmaceuticals,105.71,21,packs,"Denver, CO",Clinic,Lisa Barrera,2024-08-10
5801IICHLZ,Gauze Sponges,Medical Devices,406.04,88,packs,"Las Vegas, NV",Hospital,William Cantu,2024-08-27
800MCT5ENX,Amoxicillin Capsules,Pharmaceuticals,10.45,43,bottles,"Miami, FL",Clinic,Megan Chang,2024-09-27
HNPQ3ZTCSN,Scalpel Blades,Surgical Supplies,317.89,26,pieces,"San Francisco, CA",Clinic,Robin Levy,2024-04-06
5F6FSVPU4M,Cough Syrup,Pharmaceuticals,52.95,44,bottles,"Portland, OR",Clinic,Aaron Snyder,2024-09-04
TIYHL0EGUW,Aspirin Tablets,Pharmaceuticals,88.54,68,packs,"Portland, OR",Hospital,Ana Smith,2024-08-10
CC0M4NZ5I7,Vitamin D Capsules,Pharmaceuticals,132.72,7,bottles,"Phoenix, AZ",Clinic,Mikayla Sanchez,2024-04-02
24QEGTPR8E,Diagnostic Test Strips,Medical Devices,331.49,16,boxes,"Boston, MA",Clinic,Rebecca Wagner,2024-07-02
ZQNDJXPWZI,Adhesive Bandages,Medical Devices,268.47,43,packs,"Dallas, TX",Clinic,Jennifer Ross,2023-12-02
OTNUV0XBLV,Gauze Pads,Surgical Supplies,256.63,24,packs,"Chicago, IL",Clinic,John Ponce,2024-07-12
CW63JYRJE8,Gauze Sponges,Medical Devices,417.9,90,packs,"Phoenix, AZ",Hospital,Ryan Carr,2024-03-07
W5LT8MFWFC,Surgical Gloves,Surgical Supplies,466.0,35,boxes,"Portland, OR",Clinic,Ana Smith,2024-08-12
80YP8I2B6B,Surgical Gowns,Surgical Supplies,399.26,62,packs,"Atlanta, GA",Hospital,Robert Green,2024-02-17
7RHXRATQK5,Disposable Face Masks,Medical Devices,406.77,65,boxes,"Portland, OR",Hospital,Aaron Snyder,2024-07-31
Q66SJV541R,Adhesive Bandages,Medical Devices,448.47,17,packs,"Minneapolis, MN",Clinic,Thomas Garcia,2024-01-28
MDQZQSJWAJ,Surgical Scalpels,Medical Devices,345.39,88,pieces,"Denver, CO",Hospital,Ryan Carr,2024-04-13
J9KTBFVHXD,Cough Syrup,Pharmaceuticals,255.25,48,bottles,"Portland, OR",Hospital,Ana Smith,2024-03-07
0OF0EAPTDS,Cough Syrup,Pharmaceuticals,368.87,13,bottles,"Dallas, TX",Hospital,Kristen Turner,2024-10-12
LYXHL157AZ,Insulin Injection,Pharmaceuticals,103.88,26,syringles,"Philadelphia, PA",Hospital,Lisa Barrera,2024-01-10
LTGT87SQW3,Surgical Masks,Surgical Supplies,402.69,11,boxes,"Houston, TX",Clinic,Thomas Silva,2024-08-17
NI3MCOZ2EF,Paracetamol Tablets,Pharmaceuticals,447.53,70,packs,"Chicago, IL",Hospital,John Ponce,2024-08-04
RTHZ0EVBEU,IV Tubing Set,Medical Devices,52.03,32,pieces,"Seattle, WA",Clinic,Linda West,2024-09-24
Q7TRH97DOC,Suture Kits,Surgical Supplies,261.37,37,sets,"Phoenix, AZ",Hospital,Mikayla Sanchez,2024-06-23
MT0T0XV8P5,Catheters,Medical Devices,244.4,15,pieces,"Las Vegas, NV",Clinic,William Cantu,2024-04-12
AAHJ11JGQC,Aspirin Tablets,Pharmaceuticals,44.1,3,packs,"Phoenix, AZ",Clinic,Ryan Carr,2024-09-22
48VIGULDIY,Sterile Drapes,Surgical Supplies,57.67,32,packs,"Miami, FL",Clinic,Daniel Arnold,2023-10-27
N2R8IIKDVU,Diagnostic Test Strips,Medical Devices,276.64,61,boxes,"Orlando, FL",Hospital,Kyle Blair,2024-09-10
W8G8PZNQUJ,IV Catheters,Surgical Supplies,468.31,41,pieces,"Washington, DC",Hospital,Rebecca Wagner,2024-07-11
5VQQYFUYL1,IV Catheters,Surgical Supplies,61.29,56,pieces,"San Francisco, CA",Hospital,Christine King,2023-12-27
KQNNJK71WM,Antibiotic Ointment,Pharmaceuticals,145.83,36,tubes,"Houston, TX",Hospital,Mikayla Sanchez,2024-01-29
4NHYGQ6IQV,Ibuprofen Tablets,Pharmaceuticals,190.29,28,packs,"Orlando, FL",Clinic,James Bradley,2024-08-25
8BSKBJ38QF,Amoxicillin Capsules,Pharmaceuticals,86.95,63,bottles,"San Francisco, CA",Hospital,Mark Harrell,2023-11-20
3I0WMKJFI4,Sterile Drapes,Surgical Supplies,453.82,34,packs,"Phoenix, AZ",Hospital,Ryan Carr,2024-01-20
OLE45CCBQI,"Syringes, 50ml",Surgical Supplies,345.08,44,boxes,"Washington, DC",Hospital,Christopher Flores,2023-12-08
RAAI6CEAYL,Antibiotic Ointment,Pharmaceuticals,82.0,48,tubes,"San Antonio, TX",Clinic,Rachel Sutton,2023-12-29
IKKO1J0WM7,Paracetamol Tablets,Pharmaceuticals,353.47,18,packs,"Dallas, TX",Hospital,Jennifer Ross,2023-11-30
3TUJHENVQT,Surgical Gloves,Surgical Supplies,436.22,34,boxes,"San Antonio, TX",Clinic,Kyle Blair,2024-02-18
EBKJSU4IE4,IV Tubing Set,Medical Devices,250.27,78,pieces,"Los Angeles, CA",Clinic,Rachel Sutton,2024-08-28
60WQQEKF9A,Surgical Gloves,Surgical Supplies,92.0,21,boxes,"Chicago, IL",Hospital,John Ponce,2024-05-18
4WBW6VCDQ4,Surgical Gloves,Surgical Supplies,464.42,73,boxes,"Dallas, TX",Hospital,Kristen Turner,2023-12-11
0NF2Y0SRIS,Gauze Sponges,Medical Devices,174.15,50,packs,"San Francisco, CA",Clinic,Christine King,2023-11-21
KR01FOL8B8,"Syringes, 50ml",Medical Devices,198.35,20,boxes,"Las Vegas, NV",Hospital,Mallory Barnett,2024-10-13
F93QDXK40A,Disposable Gloves,Medical Devices,349.43,28,boxes,"Las Vegas, NV",Clinic,Mallory Barnett,2024-01-14
X5KHDA4R3I,Scalpel Blades,Surgical Supplies,250.4,68,pieces,"Philadelphia, PA",Hospital,Megan Chang,2024-01-26
56D0HB5K89,Disposable Face Masks,Medical Devices,230.05,51,boxes,"Houston, TX",Hospital,Jorge Trujillo,2023-12-20
5DR4HZ09ZX,Disposable Gloves,Medical Devices,338.56,54,boxes,"Washington, DC",Hospital,Rebecca Wagner,2024-01-24
P1MW6J16MD,Blood Collection Tubes,Medical Devices,222.93,58,trays,"Philadelphia, PA",Clinic,Ryan Carr,2024-09-23
1L61F3EM66,IV Tubing Set,Medical Devices,259.91,34,pieces,"Chicago, IL",Clinic,John Ponce,2024-02-26
4XK89GK172,Ibuprofen Tablets,Pharmaceuticals,393.2,42,packs,"Seattle, WA",Hospital,Lisa Barrera,2024-03-13
GKPTO5DJYB,Disposable Gloves,Medical Devices,446.75,46,boxes,"Atlanta, GA",Clinic,Mallory Barnett,2024-02-13
8JWDPYUF07,Antibiotic Ointment,Pharmaceuticals,171.22,27,tubes,"Orlando, FL",Hospital,Kyle Blair,2024-05-19
3FHL7JRYAP,IV Catheters,Surgical Supplies,477.08,34,pieces,"Los Angeles, CA",Clinic,William Sullivan,2024-04-23
KME4UP8JHD,Catheters,Medical Devices,242.15,23,pieces,"Minneapolis, MN",Hospital,Thomas Silva,2024-01-17
T1X8BGUIUA,Cough Syrup,Pharmaceuticals,59.85,28,bottles,"San Antonio, TX",Clinic,Rachel Sutton,2023-11-22
JMYPGD6TX2,Blood Collection Tubes,Medical Devices,91.46,41,trays,"Atlanta, GA",Clinic,Lisa Barrera,2024-05-04
KZH185LY8G,"Syringes, 50ml",Surgical Supplies,127.27,51,boxes,"Seattle, WA",Hospital,Linda West,2024-05-05
LO0J93EPPK,Atorvastatin Tablets,Pharmaceuticals,114.01,13,packs,"Las Vegas, NV",Hospital,William Cantu,2023-11-03
6C96RVM8DX,Surgical Masks,Surgical Supplies,467.36,45,boxes,"Phoenix, AZ",Clinic,Ryan Carr,2024-02-15
8S0YW33XI6,Suture Kits,Surgical Supplies,379.2,57,sets,"Atlanta, GA",Hospital,Mallory Barnett,2024-03-17
XRTMMIS5Q2,Gauze Sponges,Medical Devices,138.63,20,packs,"Miami, FL",Hospital,Kyle Blair,2024-04-08
PI2P97G7AN,Ibuprofen Tablets,Pharmaceuticals,148.04,24,packs,"Las Vegas, NV",Clinic,William Cantu,2024-02-07
YOLUST1QHI,Sterile Drapes,Surgical Supplies,417.63,51,packs,"Washington, DC",Clinic,Christopher Flores,2024-06-15
KEVL8RSH4Z,Disposable Face Masks,Medical Devices,100.84,78,boxes,"Seattle, WA",Hospital,Thomas Grimes,2024-08-02
QYKUO87IBS,Scalpel Blades,Surgical Supplies,486.66,52,pieces,"Boston, MA",Clinic,Juan Campos,2023-11-26
GPIEQPPAEH,Sterile Drapes,Surgical Supplies,347.03,69,packs,"Phoenix, AZ",Clinic,Thomas Grimes,2024-03-16
M5UKA4SY3D,Vitamin D Capsules,Pharmaceuticals,200.24,47,bottles,"Denver, CO",Hospital,Jasmine Kelley,2024-06-14
9RPX78SQEA,Ibuprofen Tablets,Pharmaceuticals,152.35,7,packs,"Phoenix, AZ",Hospital,Thomas Grimes,2024-05-17
9OHX16PLSN,Aspirin Tablets,Pharmaceuticals,103.85,17,packs,"Chicago, IL",Clinic,John Ponce,2024-08-28
